369,1,60
367,4,60
366,7,60
365,10,60
364,13,60
363,16,60
363,20,60
362,24,60
361,28,60
360,32,60
359,35,60
359,39,60
358,42,60
357,46,60
356,50,60
356,53,60
355,57,60
355,61,60
354,64,60
353,67,60
352,71,60
352,74,60
351,78,60
351,82,60
350,86,60
348,89,60
347,93,60
345,95,60
344,98,60
343,101,60
343,105,60
342,108,60
341,111,60
340,114,60
339,117,60
338,121,60
338,124,60
337,127,60
336,130,60
335,133,60
335,136,60
334,139,60
334,140,60
333,142,60
333,144,60
333,144,60
358,154,60
397,155,60
401,151,60
403,151,60
404,150,60
404,149,60
405,150,60
405,149,60
405,148,60
405,148,60
405,147,60
406,147,60
423,149,60
423,149,60
423,149,60
424,149,60
424,150,60
425,150,60
425,150,60
426,151,60
426,151,60
426,151,60
426,152,60
426,152,60
426,152,60
426,153,60
426,153,60
426,152,60
426,152,60
427,152,60
428,154,60
428,156,60
428,160,60
429,145,60
429,146,60
425,145,60
387,143,60
359,138,60
331,132,60
301,126,60
274,121,60
246,115,60
212,107,60
190,101,60
163,95,60
140,90,60
138,91,60
138,92,60
139,93,60
139,94,60
139,95,60
139,96,60
140,96,60
141,96,60
143,96,60
144,96,60
145,97,60
146,98,60
146,99,60
146,99,60
146,99,60
146,99,60
146,100,60
146,101,60
146,102,60
146,102,60
147,102,60
148,102,60
149,102,60
150,103,60
151,104,60
151,104,60
151,104,60
152,104,60
151,104,60
151,105,60
151,105,60
151,105,60
151,105,60
152,105,60
152,105,60
153,105,60
157,106,60
174,107,60
194,107,60
204,107,60
202,105,60
200,104,60
198,102,60
196,102,60
194,102,60
193,101,60
192,101,60
192,101,60
191,101,60
191,101,60
191,99,60
191,99,60
191,98,60
190,98,60
189,98,60
188,98,60
187,97,60
185,97,60
184,97,60
183,96,60
183,96,60
183,96,60
182,95,60
182,95,60
182,94,60
183,94,60
182,94,60
182,93,60
181,94,60
180,93,60
179,93,60
178,93,60
177,92,60
177,92,60
176,91,60
177,91,60
177,91,60
178,91,60
178,91,60
178,90,60
178,90,60
177,90,60
176,89,60
176,89,60
175,89,60
175,89,60
174,88,60
175,88,60
175,88,60
175,87,60
175,87,60
176,87,60
176,87,60
176,87,60
176,87,60
175,86,60
174,86,60
174,86,60
174,86,60
174,85,60
174,86,60
174,86,60
175,86,60
175,86,60
176,85,60
176,85,60
176,85,60
176,85,60
175,85,60
174,85,60
174,85,60
174,85,60
174,85,60
174,85,60
175,84,60
175,85,60
175,85,60
176,85,60
176,85,60
176,85,60
176,85,60
175,85,60
175,85,60
174,85,60
174,85,60
174,85,60
174,85,60
174,85,60
175,85,60
175,85,60
175,85,60
176,85,60
176,85,60
176,85,60
176,85,60
175,85,60
174,85,60
174,86,60
175,86,60
176,85,60
176,84,60
175,84,60
175,84,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
175,85,60
175,85,60
174,85,60
174,85,60
174,85,60
175,85,60
175,85,60
175,85,60
176,85,60
176,85,60
176,85,60
175,85,60
175,85,60
175,85,60
175,85,60
174,85,60
174,85,60
174,85,60
174,85,60
175,85,60
175,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
175,85,60
175,85,60
174,85,60
175,85,60
174,85,60
174,85,60
175,85,60
175,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
175,85,60
175,85,60
175,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,86,60
176,86,60
177,86,60
177,85,60
178,85,60
178,85,60
178,85,60
178,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
178,85,60
178,85,60
178,85,60
178,84,60
177,85,60
177,85,60
177,86,60
176,86,60
176,87,60
176,86,60
176,86,60
177,86,60
177,86,60
178,86,60
178,86,60
178,86,60
179,86,60
179,86,60
178,86,60
178,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
178,85,60
178,85,60
177,85,60
178,85,60
177,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
176,85,60
177,85,60
177,85,60
178,85,60
178,85,60
178,85,60
178,85,60
178,85,60
178,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
178,85,60
178,85,60
178,85,60
178,85,60
178,85,60
178,85,60
178,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
177,85,60
178,85,60
178,85,60
178,85,60
178,85,60
177,85,60
178,85,60
177,85,60
177,85,60
177,85,60
177,84,60
177,84,60
177,85,60
176,88,60
174,91,60
173,96,60
171,102,60
169,107,60
167,112,60
165,116,60
164,121,60
162,125,60
160,130,60
159,134,60
158,139,60
157,144,60
156,148,60
154,152,60
152,156,60
151,161,60
149,165,60
147,170,60
146,174,60
144,178,60
142,183,60
141,187,60
139,191,60
138,195,60
137,199,60
137,204,60
136,208,60
135,212,60
135,216,60
134,220,60
133,223,60
132,228,60
131,231,60
130,235,60
130,239,60
111,258,60
111,261,60
110,265,60
109,267,60
109,269,60
109,270,60
105,292,60
106,293,60
105,293,60
105,293,60
106,295,60
106,296,60
106,296,60
108,294,60
106,291,60
109,288,60
139,291,60
156,295,60
173,300,60
190,303,60
206,308,60
232,312,60
247,316,60
264,320,60
282,324,60
299,329,60
335,337,60
353,341,60
371,345,60
387,350,60
401,357,60
430,360,60
445,362,60
461,366,60
478,370,60
495,375,60
529,383,60
546,383,60
562,382,60
578,381,60
594,380,60
628,377,60
643,378,60
659,378,60
674,378,60
690,378,60
692,375,60
691,378,60
690,380,60
689,382,60
687,384,60
688,384,60
685,384,60
685,383,60
684,383,60
683,382,60
682,382,60
681,381,60
680,382,60
679,381,60
680,380,60
679,380,60
678,380,60
677,380,60
676,380,60
675,380,60
674,379,60
673,379,60
673,380,60
671,379,60
671,379,60
670,379,60
669,379,60
670,379,60
669,378,60
669,378,60
668,378,60
668,378,60
667,378,60
667,378,60
666,377,60
666,376,60
665,376,60
665,376,60
665,375,60
665,375,60
665,374,60
665,374,60
665,373,60
665,374,60
665,374,60
664,373,60
665,373,60
664,373,60
664,373,60
663,373,60
664,373,60
664,374,60
664,374,60
664,374,60
664,374,60
664,374,60
665,374,60
664,374,60
665,375,60
664,375,60
664,375,60
664,374,60
664,374,60
664,375,60
664,375,60
652,376,60
621,387,60
590,386,60
561,383,60
530,379,60
497,376,60
469,369,60
442,365,60
431,359,60
427,355,60
404,346,60
400,342,60
397,339,60
392,336,60
388,332,60
383,328,60
379,324,60
376,322,60
372,319,60
368,316,60
363,313,60
358,309,60
353,306,60
347,302,60
341,299,60
335,296,60
332,294,60
330,290,60
330,283,60
331,280,60
331,277,60
332,274,60
332,272,60
332,269,60
332,265,60
330,262,60
330,259,60
329,256,60
328,253,60
328,250,60
328,246,60
329,243,60
330,240,60
331,237,60
332,234,60
333,231,60
333,228,60
334,225,60
333,221,60
332,218,60
332,215,60
331,212,60
331,209,60
332,206,60
332,203,60
334,200,60
335,197,60
337,194,60
338,192,60
339,189,60
340,186,60
340,184,60
340,182,60
340,181,60
340,178,60
341,175,60
340,171,60
354,168,60
378,164,60
388,161,60
387,157,60
385,153,60
383,150,60
380,147,60
377,143,60
373,141,60
369,138,60
364,135,60
360,133,60
356,131,60
355,128,60
355,124,60
356,122,60
358,119,60
359,117,60
360,114,60
360,111,60
358,109,60
357,106,60
356,103,60
355,100,60
354,97,60
353,94,60
352,91,60
352,88,60
352,85,60
352,82,60
353,80,60
353,77,60
353,74,60
352,71,60
351,69,60
350,66,60
348,63,60
347,61,60
346,58,60
346,56,60
345,54,60
344,51,60
344,49,60
345,46,60
344,44,60
345,41,60
344,40,60
343,37,60
342,34,60
340,32,60
339,30,60
350,34,60
369,45,60
391,55,60
406,63,60
433,62,60
449,56,60
466,51,60
484,47,60
499,42,60
508,39,60
529,35,60
537,31,60
548,28,60
559,24,60
573,21,60
586,18,60
599,15,60
629,8,60
641,6,60
654,4,60
666,4,60
678,5,60
689,5,60
696,5,60
697,4,60
696,5,60
694,6,60
693,7,60
690,8,60
687,10,60
683,11,60
679,12,60
674,13,60
670,15,60
666,16,60
663,17,60
660,19,60
657,20,60
655,21,60
652,23,60
649,23,60
647,25,60
644,26,60
640,28,60
635,30,60
631,30,60
627,31,60
625,32,60
624,33,60
606,38,60
604,39,60
603,40,60
602,40,60
598,42,60
594,44,60
590,46,60
587,47,60
583,49,60
579,50,60
576,51,60
574,43,60
573,32,60
573,22,60
571,13,60
569,5,60
568,4,60
565,5,60
561,4,60
558,5,60
556,6,60
554,8,60
552,10,60
551,11,60
550,14,60
549,17,60
549,19,60
548,22,60
547,25,60
547,27,60
546,29,60
544,33,60
541,37,60
539,39,60
537,42,60
534,44,60
532,46,60
531,47,60
530,50,60
530,52,60
529,54,60
529,56,60
528,58,60
527,61,60
526,63,60
525,65,60
524,67,60
522,70,60
522,72,60
506,123,60
506,131,60
505,141,60
505,149,60
504,157,60
504,166,60
503,175,60
503,182,60
502,189,60
502,193,60
503,217,60
525,232,60
537,241,60
553,249,60
570,257,60
587,265,60
601,273,60
625,282,60
637,290,60
651,298,60
667,305,60
682,314,60
696,321,60
728,338,60
729,345,60
724,349,60
721,355,60
720,358,60
722,363,60
729,375,60
727,371,60
728,362,60
727,365,60
730,360,60
728,357,60
730,358,60
731,358,60
730,355,60
731,347,60
732,349,60
731,348,60
730,347,60
732,349,60
732,348,60
732,347,60
732,347,60
732,347,60
732,344,60
734,347,60
734,345,60
732,344,60
732,344,60
733,345,60
733,343,60
733,345,60
733,342,60
730,341,60
733,346,60
735,345,60
734,341,60
734,340,60
733,337,60
733,339,60
732,338,60
732,340,60
731,334,60
731,334,60
732,337,60
732,339,60
730,336,60
730,336,60
730,337,60
730,335,60
730,336,60
729,335,60
729,336,60
729,336,60
730,336,60
729,334,60
730,330,60
731,324,60
729,318,60
729,313,60
729,303,60
728,301,60
729,298,60
731,297,60
730,293,60
731,291,60
731,289,60
730,286,60
730,282,60
731,279,60
730,275,60
730,272,60
729,268,60
728,266,60
728,262,60
728,259,60
727,254,60
729,252,60
728,249,60
727,246,60
727,243,60
727,241,60
726,239,60
726,235,60
726,232,60
726,229,60
725,227,60
724,225,60
724,223,60
724,221,60
723,218,60
723,217,60
720,213,60
720,211,60
720,210,60
679,193,60
643,191,60
598,190,60
561,189,60
531,185,60
528,191,60
532,187,60
536,186,60
541,183,60
543,183,60
544,183,60
545,183,60
547,183,60
548,182,60
551,180,60
553,179,60
556,178,60
559,177,60
562,178,60
565,177,60
568,176,60
570,176,60
573,175,60
574,175,60
575,175,60
576,174,60
577,174,60
578,172,60
581,171,60
583,170,60
586,169,60
591,168,60
595,169,60
598,169,60
600,169,60
600,169,60
600,167,60
598,165,60
597,165,60
597,164,60
597,164,60
600,164,60
602,164,60
604,163,60
607,162,60
625,160,60
624,160,60
624,159,60
623,159,60
622,158,60
622,157,60
623,157,60
624,157,60
626,157,60
628,157,60
631,156,60
632,156,60
633,155,60
634,155,60
634,155,60
634,155,60
634,155,60
634,154,60
634,154,60
635,154,60
636,154,60
