364,392,60
368,389,60
371,385,60
375,377,60
378,369,60
380,361,60
383,353,60
385,345,60
388,337,60
392,330,60
396,322,60
399,314,60
402,307,60
404,299,60
406,292,60
406,291,60
405,293,60
405,295,60
406,296,60
406,297,60
405,298,60
406,299,60
405,299,60
405,299,60
404,300,60
405,300,60
405,301,60
403,287,60
403,287,60
403,286,60
403,286,60
403,286,60
403,287,60
403,287,60
403,287,60
404,288,60
405,290,60
386,292,60
348,291,60
331,284,60
333,284,60
335,285,60
339,283,60
344,280,60
349,278,60
354,275,60
358,272,60
361,270,60
364,267,60
368,264,60
372,262,60
375,259,60
379,257,60
382,257,60
385,257,60
388,259,60
392,260,60
394,261,60
397,265,60
400,267,60
403,269,60
404,271,60
406,272,60
426,263,60
430,266,60
432,269,60
435,272,60
438,275,60
441,276,60
443,277,60
446,278,60
449,279,60
451,280,60
453,281,60
456,282,60
458,282,60
461,283,60
464,284,60
467,286,60
470,287,60
472,288,60
475,288,60
477,288,60
479,289,60
482,290,60
483,291,60
486,292,60
488,293,60
490,293,60
493,294,60
496,294,60
499,295,60
500,295,60
501,296,60
502,297,60
503,297,60
505,297,60
522,300,60
527,299,60
548,293,60
571,286,60
594,281,60
636,270,60
655,266,60
673,262,60
692,258,60
703,252,60
727,246,60
733,237,60
734,225,60
734,214,60
736,202,60
734,189,60
733,177,60
731,165,60
730,154,60
732,144,60
734,134,60
732,123,60
732,113,60
731,102,60
728,92,60
727,81,60
707,11,60
705,4,60
704,6,60
702,10,60
699,15,60
692,21,60
688,25,60
686,28,60
682,31,60
679,35,60
676,38,60
672,41,60
669,44,60
665,46,60
662,50,60
658,53,60
655,57,60
651,61,60
648,64,60
644,66,60
641,69,60
639,73,60
636,75,60
634,75,60
632,76,60
604,101,60
601,105,60
598,110,60
593,108,60
584,108,60
562,107,60
544,106,60
525,106,60
502,106,60
489,106,60
474,107,60
460,107,60
447,107,60
435,106,60
430,101,60
406,96,60
401,93,60
395,89,60
389,86,60
384,82,60
379,79,60
374,75,60
368,72,60
363,69,60
358,65,60
352,62,60
346,58,60
